Brand,Usage_Type,CPU_Brand,GPU_Brand,GPU_Model,CPU_Cores,CPU_Frequency_GHz,RAM_GB,Storage_GB,CPU_Performance_Score,GPU_Performance_Score,Overall_Performance_Score,Price_USD,Price_Performance_Ratio,Screen_Size,Price_CNY
Lenovo,Gaming,Intel,AMD,RTX 3070,8,2.86,4,128,2824,3000,5824,3843.97,1.52,17.0,27869
MSI,Gaming,AMD,NVIDIA,RTX 3070,6,1.25,32,2048,3179,3000,6179,4267.86,1.45,16.9,30942
Lenovo,Gaming,Apple,AMD,RTX 3050,16,2.42,8,2048,4704,1500,6204,3881.65,1.6,14.4,28142
Asus,Gaming,Apple,NVIDIA,RTX 3060,12,3.94,64,1024,5159,2200,7359,4609.43,1.6,15.7,33418
Asus,Gaming,Intel,Intel,RTX 3060,16,1.35,8,512,4464,2200,6664,4132.19,1.61,15.6,29958
Lenovo,Gaming,Apple,Intel,RTX 3070,16,2.73,16,512,4656,3000,7656,4774.16,1.6,14.5,34613
MSI,Gaming,Apple,AMD,RTX 3060,8,2.31,16,128,3311,2200,5511,3549.52,1.55,15.3,25734
Apple,Gaming,Intel,AMD,RTX 3080,8,2.18,4,128,2200,3800,6000,4021.02,1.49,16.0,29152
Acer,Gaming,Apple,NVIDIA,RX 6600,8,3.93,64,512,3656,2000,5656,3765.63,1.5,14.5,27301
MSI,Gaming,AMD,Intel,RX 6700,16,1.52,64,2048,6272,2800,9072,5816.17,1.56,16.1,42167
Lenovo,Gaming,AMD,AMD,RX 6700,12,3.5,64,1024,5964,2800,8764,5438.16,1.61,17.6,39427
Apple,Gaming,Intel,Intel,RX 6600,8,1.07,8,256,3608,2000,5608,3511.81,1.6,16.2,25461
Dell,Gaming,Intel,AMD,RX 6700,12,2.04,32,1024,4428,2800,7228,4727.58,1.53,15.6,34275
Dell,Gaming,Apple,NVIDIA,RTX 3080,12,2.49,4,2048,3528,3800,7328,4935.52,1.48,16.3,35783
MSI,Gaming,Apple,NVIDIA,RTX 3070,6,3.89,4,512,2429,3000,5429,3566.93,1.52,16.9,25860
MSI,Gaming,Intel,NVIDIA,RTX 3080,4,1.24,8,128,1748,3800,5548,3885.11,1.43,17.1,28167
HP,Gaming,Apple,NVIDIA,RTX 3080,12,1.14,4,1024,4092,3800,7892,4945.79,1.6,15.5,35857
Dell,Gaming,AMD,NVIDIA,RX 6700,6,1.91,16,256,3161,2800,5961,3930.25,1.52,16.3,28494
Acer,Gaming,AMD,Intel,RTX 3060,16,3.3,8,256,7680,2200,9880,5645.75,1.75,16.6,40932
Acer,Gaming,Intel,Intel,RX 6600,8,3.41,64,512,3808,2000,5808,3775.94,1.54,17.7,27376
Apple,Gaming,AMD,AMD,RTX 3080,16,1.92,4,2048,3376,3800,7176,4667.53,1.54,16.7,33840
Acer,Gaming,Apple,AMD,RTX 3080,4,2.7,32,1024,1308,3800,5108,3753.75,1.36,15.3,27215
Dell,Gaming,Apple,AMD,RTX 3080,12,2.31,8,128,2748,3800,6548,4354.93,1.5,16.0,31573
MSI,Gaming,AMD,AMD,RX 6600,16,1.01,8,2048,8176,2000,10176,5785.7,1.76,16.1,41946
Acer,Gaming,Apple,NVIDIA,RTX 3080,12,1.46,4,1024,5412,3800,9212,5567.15,1.65,14.8,40362
Apple,Gaming,Apple,AMD,RTX 3050,12,3.03,32,2048,6228,1500,7728,4823.76,1.6,14.0,34972
HP,Gaming,AMD,Intel,RTX 3070,6,3.57,32,128,3216,3000,6216,4083.89,1.52,18.0,29608
Apple,Gaming,Intel,AMD,RTX 3070,16,1.41,16,2048,8480,3000,11480,6705.99,1.71,17.2,48618
Lenovo,Gaming,Apple,AMD,RTX 3080,12,2.24,16,128,3516,3800,7316,4658.73,1.57,16.7,33776
Lenovo,Gaming,Intel,Intel,RX 6600,16,3.76,64,1024,8576,2000,10576,6296.9,1.68,16.5,45653
Apple,Gaming,Intel,Intel,RX 6600,16,2.74,16,128,5488,2000,7488,4440.89,1.69,16.6,32196
HP,Gaming,AMD,Intel,Iris Xe,16,1.65,32,256,5744,900,6644,3827.06,1.74,15.9,27746
MSI,Gaming,Intel,NVIDIA,RX 6700,12,3.85,4,512,4848,2800,7648,4710.69,1.62,14.3,34153
Dell,Gaming,Intel,Intel,RTX 3070,16,1.05,8,256,7216,3000,10216,6017.94,1.7,16.9,43630
Dell,Gaming,Apple,Intel,RTX 3070,12,1.61,4,1024,4992,3000,7992,4805.09,1.66,15.8,34837
HP,Gaming,Intel,NVIDIA,RX 6700,6,1.25,8,2048,2706,2800,5506,3698.43,1.49,17.0,26814
Asus,Gaming,Intel,NVIDIA,RX 6700,6,1.48,16,256,3161,2800,5961,3864.5,1.54,15.6,28018
MSI,Gaming,Intel,Intel,RTX 3060,16,3.22,32,256,3232,2200,5432,3466.1,1.57,16.5,25129
MSI,Gaming,Intel,NVIDIA,Iris Xe,12,1.44,8,256,4548,900,5448,3161.51,1.72,15.2,22921
HP,Gaming,Intel,NVIDIA,RTX 3060,16,3.11,32,512,5200,2200,7400,4465.32,1.66,16.4,32374
Apple,Gaming,Apple,Intel,RX 6700,8,1.15,32,2048,3584,2800,6384,4313.2,1.48,16.6,31271
HP,Gaming,Apple,NVIDIA,RTX 3080,4,3.73,8,256,1739,3800,5539,3675.19,1.51,16.0,26645
Apple,Gaming,Intel,AMD,RTX 3050,16,2.61,64,512,8384,1500,9884,5722.17,1.73,16.2,41486
Apple,Gaming,AMD,AMD,RTX 3070,12,3.97,4,2048,3264,3000,6264,4235.8,1.48,17.2,30710
Lenovo,Gaming,Apple,NVIDIA,RTX 3070,6,3.2,64,512,2844,3000,5844,3990.88,1.46,15.6,28934
Apple,Gaming,Intel,Intel,RX 6600,12,1.21,64,128,4896,2000,6896,4257.42,1.62,17.3,30866
Apple,Gaming,AMD,AMD,RX 6700,16,2.62,16,256,6848,2800,9648,5716.03,1.69,15.0,41441
Dell,Gaming,Intel,AMD,RTX 3080,6,1.01,8,2048,1758,3800,5558,3855.56,1.44,17.0,27953
MSI,Gaming,Apple,NVIDIA,RX 6600,12,1.11,4,128,4872,2000,6872,4089.63,1.68,15.6,29650
MSI,Gaming,AMD,Intel,RTX 3060,8,3.06,4,512,3040,2200,5240,3207.94,1.63,13.3,23258
Apple,Gaming,AMD,AMD,RTX 3060,12,1.51,8,1024,4044,2200,6244,3857.63,1.62,16.8,27968
Lenovo,Gaming,Intel,AMD,RTX 3080,6,2.33,16,2048,3126,3800,6926,4680.46,1.48,15.0,33933
Lenovo,Gaming,Intel,Intel,RTX 3080,8,1.96,32,1024,2664,3800,6464,4482.06,1.44,14.2,32495
Lenovo,Gaming,Intel,AMD,Iris Xe,16,2.35,8,1024,6048,900,6948,4048.08,1.72,16.5,29349
Asus,Gaming,Apple,AMD,RTX 3080,4,3.38,64,1024,1356,3800,5156,4030.33,1.28,16.1,29220
HP,Gaming,AMD,AMD,RTX 3070,4,3.54,8,128,2052,3000,5052,3400.71,1.49,15.9,24655
HP,Gaming,AMD,NVIDIA,RX 6700,12,1.76,32,128,4524,2800,7324,4464.32,1.64,16.4,32366
Dell,Gaming,Intel,Intel,RX 6700,8,1.2,4,1024,2736,2800,5536,3619.37,1.53,14.7,26240
MSI,Gaming,AMD,Intel,RTX 3070,16,3.62,64,256,4560,3000,7560,4900.31,1.54,16.6,35527
Asus,Gaming,Apple,Intel,RTX 3050,16,3.08,16,128,5728,1500,7228,4132.22,1.75,15.1,29959
HP,Gaming,AMD,NVIDIA,RTX 3070,6,2.45,4,256,2256,3000,5256,3489.45,1.51,16.0,25299
Apple,Gaming,Intel,Intel,RTX 3080,12,3.71,8,512,5676,3800,9476,5853.63,1.62,16.9,42439
Apple,Gaming,Intel,AMD,Iris Xe,16,1.9,4,128,4800,900,5700,3142.1,1.81,15.9,22780
Apple,Gaming,AMD,Intel,Iris Xe,16,2.74,32,256,4848,900,5748,3371.01,1.71,15.5,24440
HP,Gaming,Apple,Intel,RTX 3060,8,1.88,64,1024,3344,2200,5544,3712.71,1.49,16.2,26917
MSI,Gaming,Intel,AMD,RTX 3060,6,2.53,8,128,2994,2200,5194,3375.67,1.54,16.2,24474
Dell,Gaming,AMD,Intel,RX 6700,12,1.43,8,256,2711,2800,5511,3479.72,1.58,17.0,25228
Acer,Gaming,Intel,AMD,RX 6600,8,3.0,8,1024,3488,2000,5488,3546.93,1.55,17.2,25715
Acer,Gaming,Intel,Intel,RTX 3050,12,2.64,8,512,5988,1500,7488,4192.94,1.79,15.5,30399
Asus,Gaming,Apple,AMD,Iris Xe,12,3.17,4,256,4452,900,5352,2958.41,1.81,17.5,21448
Asus,Gaming,AMD,NVIDIA,Iris Xe,16,1.64,8,128,4768,900,5668,3199.63,1.77,17.7,23197
Dell,Gaming,AMD,NVIDIA,RTX 3070,16,2.94,4,256,6608,3000,9608,5622.19,1.71,15.4,40761
HP,Gaming,AMD,AMD,RTX 3050,12,2.23,8,128,3624,1500,5124,3077.26,1.67,18.0,22310
Acer,Gaming,AMD,NVIDIA,RTX 3080,8,1.13,32,1024,2168,3800,5968,4183.63,1.43,16.2,30331
Apple,Gaming,AMD,AMD,RTX 3070,6,2.48,16,256,2826,3000,5826,3708.44,1.57,16.7,26886
MSI,Gaming,AMD,Intel,RTX 3080,6,3.76,32,1024,1380,3800,5180,3667.13,1.41,16.1,26587
Acer,Gaming,AMD,AMD,RTX 3050,8,3.35,16,128,3536,1500,5036,3182.89,1.58,16.3,23076
Apple,Gaming,Intel,NVIDIA,RX 6700,6,1.05,32,128,2796,2800,5596,3682.64,1.52,15.0,26699
Asus,Gaming,Intel,NVIDIA,RX 6600,16,3.91,32,512,5952,2000,7952,4810.05,1.65,17.9,34873
HP,Gaming,Intel,AMD,RTX 3080,8,1.18,64,128,2688,3800,6488,4562.43,1.42,17.4,33078
HP,Gaming,Intel,AMD,RTX 3070,16,1.33,64,256,3408,3000,6408,4389.11,1.46,16.2,31821
Lenovo,Gaming,Intel,AMD,RTX 3060,12,1.18,8,2048,5340,2200,7540,4730.37,1.59,16.4,34295
Lenovo,Gaming,Intel,Intel,RTX 3080,6,2.35,16,512,3006,3800,6806,4493.6,1.51,16.4,32579
Apple,Gaming,Apple,NVIDIA,RTX 3080,12,2.13,32,2048,4368,3800,8168,5305.05,1.54,17.7,38462
HP,Gaming,Intel,NVIDIA,RTX 3070,12,3.77,32,512,3072,3000,6072,3955.55,1.54,16.8,28678
Dell,Gaming,Intel,NVIDIA,RTX 3080,12,3.73,8,512,3492,3800,7292,4715.22,1.55,15.7,34185
Apple,Gaming,Apple,AMD,RTX 3080,6,3.46,8,1024,1272,3800,5072,3678.4,1.38,17.0,26668
Acer,Gaming,Apple,NVIDIA,Iris Xe,16,2.81,32,1024,5392,900,6292,3887.68,1.62,17.0,28186
Apple,Gaming,Intel,AMD,RTX 3080,16,2.23,16,256,4400,3800,8200,5191.35,1.58,14.7,37637
Dell,Gaming,AMD,NVIDIA,RTX 3060,16,2.17,32,1024,7584,2200,9784,5845.88,1.67,18.0,42383
Dell,Gaming,Intel,NVIDIA,RTX 3080,6,2.29,8,512,1938,3800,5738,4014.6,1.43,15.1,29106
HP,Gaming,Intel,AMD,RTX 3080,6,2.55,16,128,2820,3800,6620,4273.75,1.55,15.4,30985
MSI,Gaming,Apple,Intel,RTX 3060,16,3.48,64,2048,3424,2200,5624,4016.1,1.4,16.9,29117
Apple,Gaming,Intel,AMD,RTX 3070,4,2.1,8,2048,2039,3000,5039,3513.22,1.43,15.9,25471
Apple,Gaming,Apple,AMD,RTX 3080,4,3.45,8,2048,1676,3800,5476,3813.7,1.44,16.7,27649
Asus,Gaming,AMD,Intel,RX 6700,6,2.2,32,128,2466,2800,5266,3580.63,1.47,15.7,25960
Dell,Gaming,Intel,AMD,RTX 3060,12,3.4,32,512,4344,2200,6544,4161.02,1.57,16.4,30167
Asus,Gaming,Apple,AMD,RX 6600,8,3.33,8,2048,4376,2000,6376,4038.09,1.58,14.5,29276
Dell,Gaming,Intel,Intel,Iris Xe,12,2.74,32,256,6432,900,7332,4095.82,1.79,15.5,29695
HP,Gaming,Intel,AMD,RTX 3080,8,2.74,8,128,3815,3800,7615,4919.64,1.55,16.4,35667
Dell,Gaming,Intel,Intel,RTX 3080,4,2.83,16,256,1676,3800,5476,3812.82,1.44,17.3,27643
MSI,Gaming,AMD,Intel,RX 6700,12,1.96,64,2048,2928,2800,5728,4218.83,1.36,17.6,30587
Apple,Gaming,AMD,AMD,RTX 3070,12,2.24,64,512,4559,3000,7559,5035.94,1.5,15.2,36511
MSI,Gaming,Apple,NVIDIA,RTX 3050,16,2.22,32,512,5360,1500,6860,4022.29,1.71,14.7,29162
HP,Gaming,Apple,AMD,RX 6700,16,2.31,64,1024,4079,2800,6879,4604.83,1.49,16.9,33385
Asus,Gaming,Intel,NVIDIA,RTX 3070,12,3.97,4,256,2736,3000,5736,3759.76,1.53,15.5,27258
HP,Gaming,AMD,NVIDIA,RX 6700,8,1.45,4,2048,4232,2800,7032,4393.61,1.6,15.6,31854
HP,Gaming,Intel,Intel,RTX 3070,6,1.95,64,512,2783,3000,5783,4090.34,1.41,15.2,29655
Dell,Gaming,Intel,AMD,RTX 3080,16,3.45,4,2048,8031,3800,11831,6996.6,1.69,17.1,50725
Acer,Gaming,Intel,AMD,RTX 3050,16,3.61,16,2048,5728,1500,7228,4496.11,1.61,16.9,32597
HP,Gaming,Intel,AMD,RX 6700,8,3.19,64,1024,4216,2800,7016,4693.27,1.49,17.8,34026
Apple,Gaming,AMD,AMD,RX 6700,6,2.2,32,256,3042,2800,5842,3943.15,1.48,16.4,28588
HP,Gaming,AMD,Intel,RX 6700,16,1.73,8,2048,4704,2800,7504,4634.27,1.62,15.6,33598
Acer,Gaming,AMD,NVIDIA,RTX 3070,12,1.07,8,256,4308,3000,7308,4615.82,1.58,15.5,33465
HP,Gaming,AMD,AMD,RTX 3080,6,1.76,32,128,2118,3800,5918,4064.06,1.46,14.7,29464
Dell,Gaming,Apple,NVIDIA,RX 6600,12,3.84,64,256,5123,2000,7123,4575.28,1.56,16.8,33171
Dell,Gaming,Intel,Intel,RTX 3080,8,2.33,16,128,2616,3800,6416,4252.23,1.51,16.8,30829
Asus,Gaming,AMD,NVIDIA,RTX 3070,6,2.53,64,128,2538,3000,5538,3766.43,1.47,17.4,27307
Apple,Gaming,Intel,NVIDIA,RTX 3050,12,1.19,64,1024,5076,1500,6576,4208.26,1.56,18.0,30510
MSI,Gaming,Apple,AMD,RTX 3080,6,1.54,16,2048,3102,3800,6902,4778.52,1.44,15.8,34644
MSI,Gaming,Intel,AMD,RTX 3080,6,1.3,4,1024,3282,3800,7082,4543.79,1.56,17.1,32942
Lenovo,Gaming,AMD,AMD,RTX 3050,12,3.15,8,2048,4932,1500,6432,3839.56,1.68,13.5,27837
MSI,Gaming,Intel,Intel,RTX 3080,16,2.51,4,512,5744,3800,9544,5768.65,1.65,15.7,41823
Dell,Gaming,Apple,Intel,RTX 3070,16,2.96,16,2048,4800,3000,7800,4853.58,1.61,15.6,35188
Dell,Gaming,AMD,AMD,RTX 3080,16,2.31,64,1024,6976,3800,10776,6650.38,1.62,15.1,48215
Apple,Gaming,Intel,AMD,RTX 3080,4,1.85,64,512,2023,3800,5823,4264.33,1.37,16.4,30916
HP,Gaming,Apple,AMD,RX 6700,16,2.35,64,2048,6464,2800,9264,5959.42,1.55,15.1,43206
HP,Gaming,AMD,AMD,RTX 3060,8,2.55,8,256,3080,2200,5280,3325.62,1.59,15.0,24111
Dell,Gaming,Apple,NVIDIA,Iris Xe,16,1.38,16,256,5344,900,6244,3541.0,1.76,15.8,25672
Dell,Gaming,AMD,Intel,RTX 3070,8,2.55,64,512,2600,3000,5600,3976.65,1.41,17.7,28831
Lenovo,Gaming,Apple,NVIDIA,RTX 3060,16,3.72,16,256,5792,2200,7992,4731.07,1.69,16.8,34300
Asus,Gaming,Intel,NVIDIA,RX 6700,8,2.92,64,512,3536,2800,6336,4261.34,1.49,18.0,30895
HP,Gaming,AMD,Intel,RTX 3080,16,1.56,32,128,7231,3800,11031,6648.47,1.66,14.5,48201
Acer,Gaming,AMD,AMD,RTX 3070,8,3.89,4,128,2352,3000,5352,3385.53,1.58,16.8,24545
Lenovo,Gaming,AMD,Intel,RTX 3070,4,1.59,4,128,2148,3000,5148,3382.48,1.52,15.8,24523
Dell,Gaming,Intel,AMD,RTX 3070,8,3.92,4,128,2168,3000,5168,3485.5,1.48,14.3,25270
HP,Gaming,AMD,NVIDIA,RTX 3070,8,2.07,4,2048,3832,3000,6832,4364.44,1.57,15.6,31642
Asus,Gaming,Apple,NVIDIA,RTX 3070,12,3.83,64,512,4140,3000,7140,4626.49,1.54,17.5,33542
Dell,Gaming,Intel,AMD,Iris Xe,16,3.54,16,2048,4736,900,5636,3419.71,1.65,16.1,24793
Lenovo,Gaming,Intel,AMD,RTX 3080,12,2.64,4,1024,6216,3800,10016,6047.47,1.66,14.6,43844
Dell,Gaming,AMD,AMD,RTX 3070,16,1.15,32,512,3615,3000,6615,4226.92,1.56,15.6,30645
Lenovo,Gaming,Apple,NVIDIA,RX 6700,16,2.23,32,256,8480,2800,11280,6627.56,1.7,16.1,48050
Lenovo,Gaming,Intel,Intel,RX 6700,8,1.45,4,512,4160,2800,6960,4203.51,1.66,16.1,30475
Apple,Gaming,Apple,Intel,RTX 3080,6,3.1,4,256,3108,3800,6908,4453.77,1.55,16.6,32290
Asus,Gaming,Apple,Intel,RTX 3070,12,1.88,8,1024,4740,3000,7740,4839.63,1.6,17.1,35087
MSI,Gaming,Apple,AMD,RTX 3070,8,3.21,4,256,2368,3000,5368,3462.5,1.55,15.5,25103
Acer,Gaming,AMD,AMD,RTX 3080,12,3.95,8,128,6000,3800,9800,5767.91,1.7,17.0,41817
Lenovo,Gaming,Intel,AMD,RTX 3080,4,3.36,16,256,2188,3800,5988,3929.21,1.52,17.0,28487
HP,Gaming,Apple,Intel,RTX 3050,12,2.77,16,256,5328,1500,6828,3979.24,1.72,15.3,28849
Apple,Gaming,Apple,AMD,RX 6700,6,3.19,4,512,2310,2800,5110,3385.28,1.51,16.0,24543
MSI,Gaming,Intel,Intel,RTX 3060,8,3.13,16,1024,3888,2200,6088,3930.64,1.55,14.9,28497
Apple,Gaming,Apple,AMD,RTX 3060,6,1.41,16,1024,3288,2200,5488,3490.95,1.57,15.5,25309
Apple,Gaming,AMD,AMD,RTX 3080,6,1.21,8,256,1686,3800,5486,3815.5,1.44,15.8,27662
Acer,Gaming,Apple,AMD,RX 6600,16,3.83,32,128,3408,2000,5408,3515.42,1.54,17.9,25487
Lenovo,Gaming,Apple,AMD,RX 6600,8,3.43,32,2048,3952,2000,5952,3993.44,1.49,14.2,28952
Lenovo,Gaming,AMD,NVIDIA,RTX 3080,4,3.58,32,2048,1212,3800,5012,3693.16,1.36,15.6,26775
HP,Gaming,Apple,Intel,RX 6700,12,2.04,64,256,6564,2800,9364,5732.68,1.63,15.5,41562
Lenovo,Gaming,Apple,NVIDIA,RTX 3060,12,1.76,16,256,3972,2200,6172,3800.02,1.62,15.0,27550
Apple,Gaming,Apple,AMD,RTX 3080,6,3.35,4,256,2214,3800,6014,4004.72,1.5,17.7,29034
HP,Gaming,AMD,NVIDIA,RX 6600,12,3.04,16,1024,4440,2000,6440,4011.68,1.61,15.2,29085
Apple,Gaming,Intel,NVIDIA,RTX 3050,16,3.49,64,2048,4704,1500,6204,4163.24,1.49,16.6,30183
Lenovo,Gaming,Apple,Intel,RTX 3060,12,3.41,8,128,3840,2200,6040,3584.13,1.69,16.9,25985
MSI,Gaming,Apple,NVIDIA,RX 6600,16,3.84,4,128,3920,2000,5920,3445.03,1.72,14.6,24976
HP,Gaming,AMD,AMD,Iris Xe,16,1.64,64,2048,4512,900,5412,3587.34,1.51,17.2,26008
Apple,Gaming,AMD,AMD,RTX 3050,8,3.24,4,128,3672,1500,5172,3189.78,1.62,16.6,23126
Apple,Gaming,AMD,AMD,RTX 3060,12,3.3,64,256,5052,2200,7252,4592.33,1.58,15.4,33294
HP,Gaming,AMD,Intel,RTX 3080,6,1.29,64,1024,2976,3800,6776,4844.87,1.4,16.0,35125
Acer,Gaming,Apple,AMD,RX 6700,16,1.1,32,256,6976,2800,9776,5845.06,1.67,15.0,42377
Dell,Gaming,Intel,Intel,RTX 3050,12,2.84,32,128,5556,1500,7056,4285.58,1.65,16.5,31070
Asus,Gaming,Apple,Intel,RTX 3080,6,2.45,8,512,1464,3800,5264,3632.17,1.45,16.2,26333
Apple,Gaming,Intel,NVIDIA,RTX 3070,12,2.82,64,128,5100,3000,8100,5139.55,1.58,14.3,37262
Dell,Gaming,Intel,NVIDIA,Iris Xe,16,1.87,64,512,7968,900,8868,5079.07,1.75,15.3,36823
HP,Gaming,Apple,NVIDIA,RTX 3080,12,2.33,64,1024,2556,3800,6356,4478.24,1.42,15.3,32467
Acer,Gaming,Apple,Intel,RTX 3070,4,1.62,32,2048,2076,3000,5076,3722.42,1.36,16.2,26988
Acer,Gaming,Apple,AMD,RTX 3070,16,1.21,4,128,5696,3000,8696,5202.31,1.67,16.9,37717
Acer,Gaming,Intel,AMD,RTX 3080,8,3.01,32,2048,3552,3800,7352,5045.68,1.46,17.6,36581
Apple,Gaming,AMD,Intel,Iris Xe,16,1.65,8,128,6672,900,7572,4308.99,1.76,15.9,31240
Apple,Gaming,Intel,Intel,RX 6700,16,3.72,16,2048,6192,2800,8992,5630.79,1.6,17.7,40823
Acer,Gaming,AMD,AMD,RTX 3080,6,1.45,8,512,3174,3800,6974,4626.87,1.51,15.0,33545
Lenovo,Gaming,AMD,AMD,RTX 3070,16,3.4,8,1024,6752,3000,9752,5886.92,1.66,17.7,42680
Lenovo,Gaming,Apple,Intel,RTX 3080,12,1.41,16,128,2856,3800,6656,4387.24,1.52,17.6,31807
Apple,Gaming,Intel,Intel,RTX 3070,6,2.08,32,1024,2598,3000,5598,3818.88,1.47,13.8,27687
Apple,Gaming,Apple,AMD,RX 6600,16,3.0,16,2048,8080,2000,10080,5863.27,1.72,14.5,42509
Lenovo,Gaming,AMD,Intel,RTX 3080,12,2.82,4,1024,6216,3800,10016,6022.64,1.66,18.0,43664
MSI,Gaming,Apple,Intel,RTX 3060,12,1.58,4,128,4212,2200,6412,3943.4,1.63,14.6,28590
MSI,Gaming,Intel,Intel,RTX 3060,8,1.12,64,512,2952,2200,5152,3506.3,1.47,16.1,25421
Acer,Gaming,Intel,NVIDIA,RTX 3060,8,3.58,8,128,4064,2200,6264,3776.3,1.66,16.2,27378
Dell,Gaming,AMD,NVIDIA,RTX 3060,8,3.99,64,256,2952,2200,5152,3492.03,1.48,14.9,25317
HP,Gaming,Intel,AMD,Iris Xe,16,3.59,8,1024,4432,900,5332,3204.1,1.66,17.6,23230
Asus,Gaming,Apple,AMD,RX 6600,16,2.03,8,512,4832,2000,6832,4027.51,1.7,15.7,29199
Acer,Gaming,Apple,NVIDIA,RX 6700,16,1.79,64,2048,3840,2800,6640,4693.2,1.41,17.1,34026
Apple,Gaming,Apple,NVIDIA,RTX 3060,8,3.17,8,512,3279,2200,5479,3501.36,1.56,15.6,25385
HP,Gaming,Intel,NVIDIA,RTX 3080,12,3.17,8,2048,2496,3800,6296,4206.27,1.5,16.5,30495
HP,Gaming,AMD,NVIDIA,RX 6600,16,2.32,4,2048,6288,2000,8288,5032.67,1.65,16.8,36487
Lenovo,Gaming,Intel,NVIDIA,RTX 3080,16,2.53,64,256,4880,3800,8680,5688.99,1.53,14.4,41245
HP,Gaming,Apple,NVIDIA,RX 6700,16,1.51,16,256,6272,2800,9072,5459.72,1.66,15.6,39583
Acer,Gaming,AMD,AMD,RTX 3050,16,1.82,8,2048,4064,1500,5564,3520.57,1.58,15.9,25524
Apple,Gaming,AMD,Intel,RTX 3070,8,3.88,64,2048,3815,3000,6815,4695.73,1.45,16.4,34044
MSI,Gaming,Apple,AMD,RTX 3060,12,3.83,8,128,4092,2200,6292,3800.89,1.66,15.7,27556
HP,Gaming,AMD,Intel,RX 6600,16,3.37,64,1024,8432,2000,10432,6198.7,1.68,15.5,44941
Asus,Gaming,AMD,NVIDIA,RTX 3080,4,2.68,4,512,1540,3800,5340,3710.82,1.44,17.1,26903
Apple,Gaming,Apple,NVIDIA,RTX 3070,6,1.33,4,128,3078,3000,6078,3871.73,1.57,16.0,28070
Lenovo,Gaming,Apple,AMD,RTX 3050,16,2.35,16,128,5520,1500,7020,4109.09,1.71,15.6,29791
Lenovo,Gaming,Apple,NVIDIA,RX 6700,6,1.92,64,2048,2334,2800,5134,3906.97,1.31,17.9,28326
Apple,Gaming,AMD,AMD,RTX 3070,6,3.34,4,128,2154,3000,5154,3489.78,1.48,15.2,25301
Dell,Gaming,AMD,NVIDIA,RTX 3080,6,1.55,8,1024,1584,3800,5384,3718.39,1.45,16.0,26958
Acer,Gaming,Apple,NVIDIA,RTX 3050,16,1.4,8,512,4864,1500,6364,3698.01,1.72,15.4,26811
HP,Gaming,AMD,NVIDIA,RTX 3050,12,3.03,64,256,4932,1500,6432,4132.82,1.56,15.7,29963
HP,Gaming,Apple,Intel,RTX 3060,12,3.6,8,128,6180,2200,8380,4900.28,1.71,16.7,35527
Dell,Gaming,Apple,Intel,RTX 3070,16,3.22,4,2048,6608,3000,9608,5828.2,1.65,17.0,42254
Acer,Gaming,AMD,AMD,RTX 3050,12,3.48,32,2048,6036,1500,7536,4636.97,1.63,18.0,33618
MSI,Gaming,Apple,NVIDIA,Iris Xe,12,1.31,64,128,4992,900,5892,3528.07,1.67,16.2,25579
Apple,Gaming,AMD,Intel,RX 6700,16,3.96,8,1024,3247,2800,6047,3825.88,1.58,16.8,27738
MSI,Gaming,Intel,NVIDIA,RX 6600,12,2.77,16,1024,4044,2000,6044,3684.36,1.64,14.0,26712
Lenovo,Gaming,AMD,AMD,RTX 3060,6,2.58,4,256,3048,2200,5248,3316.47,1.58,15.7,24044
Acer,Gaming,Intel,AMD,RX 6600,16,2.43,16,2048,6016,2000,8016,4824.0,1.66,12.7,34974
MSI,Gaming,Apple,NVIDIA,RX 6700,6,1.13,8,512,2670,2800,5470,3449.98,1.59,15.6,25012
Apple,Gaming,Apple,Intel,Iris Xe,12,3.36,16,256,5376,900,6276,3603.77,1.74,16.6,26127
Apple,Gaming,Intel,NVIDIA,RTX 3080,4,1.59,32,2048,1796,3800,5596,4195.32,1.33,15.2,30416
Acer,Gaming,Intel,AMD,RTX 3070,16,3.19,4,2048,7680,3000,10680,6371.48,1.68,15.8,46193
MSI,Gaming,Apple,NVIDIA,RX 6600,16,2.36,64,1024,5376,2000,7376,4708.2,1.57,18.0,34134
Dell,Gaming,Apple,NVIDIA,RTX 3080,16,1.28,64,512,5024,3800,8824,5792.61,1.52,17.8,41996
Apple,Gaming,AMD,AMD,RTX 3050,16,2.38,8,512,4416,1500,5916,3567.36,1.66,16.8,25863
Apple,Gaming,Apple,Intel,RX 6600,16,2.44,32,128,3952,2000,5952,3777.64,1.58,15.4,27388
Lenovo,Gaming,Apple,Intel,RTX 3070,16,2.06,8,256,6976,3000,9976,5752.01,1.73,15.4,41702
Dell,Gaming,AMD,NVIDIA,RTX 3080,8,3.06,8,128,2592,3800,6392,4094.46,1.56,14.5,29685
MSI,Gaming,AMD,AMD,RTX 3080,6,1.68,8,1024,1368,3800,5168,3545.05,1.46,16.0,25702
Acer,Gaming,AMD,NVIDIA,Iris Xe,12,2.38,4,128,4284,900,5184,3082.89,1.68,15.7,22351
Asus,Gaming,Apple,Intel,RTX 3060,16,2.34,32,256,3440,2200,5640,3680.77,1.53,15.9,26686
Apple,Gaming,Intel,Intel,RTX 3060,16,2.77,8,2048,5696,2200,7896,4926.37,1.6,15.2,35716
